Label,GeneFamilyCounts/DC10_R1T6_1,GeneFamilyCounts/DC10_R2T6_1,GeneFamilyCounts/DC10_R3T6_1,GeneFamilyCounts/DC12_R1T6_1,GeneFamilyCounts/DC12_R1T6_2,GeneFamilyCounts/DC12_R2T6_1,GeneFamilyCounts/DC12_R2T6_2,GeneFamilyCounts/DC12_R3T6_1,GeneFamilyCounts/DC12_R3T6_2,GeneFamilyCounts/DC13_R1T6_1,GeneFamilyCounts/DC13_R1T6_3,GeneFamilyCounts/DC13_R2T6_1,GeneFamilyCounts/DC13_R2T6_3,GeneFamilyCounts/DC13_R3T6_1,GeneFamilyCounts/DC13_R3T6_3,GeneFamilyCounts/DC14_R1T6_1,GeneFamilyCounts/DC14_R1T6_4,GeneFamilyCounts/DC14_R2T6_1,GeneFamilyCounts/DC14_R2T6_4,GeneFamilyCounts/DC14_R3T6_1,GeneFamilyCounts/DC14_R3T6_4,GeneFamilyCounts/DC15_R1T6_1,GeneFamilyCounts/DC15_R1T6_5,GeneFamilyCounts/DC15_R2T6_1,GeneFamilyCounts/DC15_R2T6_5,GeneFamilyCounts/DC15_R3T6_1,GeneFamilyCounts/DC15_R3T6_5,GeneFamilyCounts/DC16_R1T6_1,GeneFamilyCounts/DC16_R1T6_6,GeneFamilyCounts/DC16_R2T6_1,GeneFamilyCounts/DC16_R2T6_6,GeneFamilyCounts/DC16_R3T6_1,GeneFamilyCounts/DC16_R3T6_6,GeneFamilyCounts/DC17_R1T6_1,GeneFamilyCounts/DC17_R1T6_7,GeneFamilyCounts/DC17_R2T6_1,GeneFamilyCounts/DC17_R2T6_7,GeneFamilyCounts/DC17_R3T6_1,GeneFamilyCounts/DC17_R3T6_7,GeneFamilyCounts/DC18_R1T6_1,GeneFamilyCounts/DC18_R1T6_8,GeneFamilyCounts/DC18_R2T6_1,GeneFamilyCounts/DC18_R2T6_8,GeneFamilyCounts/DC18_R3T6_1,GeneFamilyCounts/DC18_R3T6_8,GeneFamilyCounts/DC20_R1T6_2,GeneFamilyCounts/DC20_R2T6_2,GeneFamilyCounts/DC20_R3T6_2,GeneFamilyCounts/DC23_R1T6_2,GeneFamilyCounts/DC23_R1T6_3,GeneFamilyCounts/DC23_R2T6_2,GeneFamilyCounts/DC23_R2T6_3,GeneFamilyCounts/DC23_R3T6_2,GeneFamilyCounts/DC23_R3T6_3,GeneFamilyCounts/DC24_R1T6_2,GeneFamilyCounts/DC24_R1T6_4,GeneFamilyCounts/DC24_R2T6_2,GeneFamilyCounts/DC24_R2T6_4,GeneFamilyCounts/DC24_R3T6_2,GeneFamilyCounts/DC24_R3T6_4,GeneFamilyCounts/DC25_R1T6_2,GeneFamilyCounts/DC25_R1T6_5,GeneFamilyCounts/DC25_R2T6_2,GeneFamilyCounts/DC25_R2T6_5,GeneFamilyCounts/DC25_R3T6_2,GeneFamilyCounts/DC25_R3T6_5,GeneFamilyCounts/DC26_R1T6_2,GeneFamilyCounts/DC26_R1T6_6,GeneFamilyCounts/DC26_R2T6_2,GeneFamilyCounts/DC26_R2T6_6,GeneFamilyCounts/DC27_R1T6_2,GeneFamilyCounts/DC27_R1T6_7,GeneFamilyCounts/DC27_R2T6_2,GeneFamilyCounts/DC27_R2T6_7,GeneFamilyCounts/DC27_R3T6_2,GeneFamilyCounts/DC27_R3T6_7,GeneFamilyCounts/DC28_R1T6_2,GeneFamilyCounts/DC28_R1T6_8,GeneFamilyCounts/DC28_R2T6_2,GeneFamilyCounts/DC28_R2T6_8,GeneFamilyCounts/DC30_R1T6_3,GeneFamilyCounts/DC30_R2T6_3,GeneFamilyCounts/DC30_R3T6_3,GeneFamilyCounts/DC34_R1T6_3,GeneFamilyCounts/DC34_R1T6_4,GeneFamilyCounts/DC34_R2T6_3,GeneFamilyCounts/DC34_R2T6_4,GeneFamilyCounts/DC34_R3T6_3,GeneFamilyCounts/DC34_R3T6_4,GeneFamilyCounts/DC35_R1T6_3,GeneFamilyCounts/DC35_R1T6_5,GeneFamilyCounts/DC35_R2T6_3,GeneFamilyCounts/DC35_R2T6_5,GeneFamilyCounts/DC35_R3T6_3,GeneFamilyCounts/DC35_R3T6_5,GeneFamilyCounts/DC36_R1T6_3,GeneFamilyCounts/DC36_R1T6_6,GeneFamilyCounts/DC36_R2T6_3,GeneFamilyCounts/DC36_R2T6_6,GeneFamilyCounts/DC36_R3T6_3,GeneFamilyCounts/DC36_R3T6_6,GeneFamilyCounts/DC37_R1T6_3,GeneFamilyCounts/DC37_R1T6_7,GeneFamilyCounts/DC37_R2T6_3,GeneFamilyCounts/DC37_R2T6_7,GeneFamilyCounts/DC37_R3T6_3,GeneFamilyCounts/DC37_R3T6_7,GeneFamilyCounts/DC38_R1T6_3,GeneFamilyCounts/DC38_R1T6_8,GeneFamilyCounts/DC38_R2T6_3,GeneFamilyCounts/DC38_R2T6_8,GeneFamilyCounts/DC38_R3T6_3,GeneFamilyCounts/DC38_R3T6_8,GeneFamilyCounts/DC40_R1T6_4,GeneFamilyCounts/DC40_R2T6_4,GeneFamilyCounts/DC40_R3T6_4,GeneFamilyCounts/DC45_R1T6_4,GeneFamilyCounts/DC45_R1T6_5,GeneFamilyCounts/DC45_R2T6_4,GeneFamilyCounts/DC45_R2T6_5,GeneFamilyCounts/DC45_R3T6_4,GeneFamilyCounts/DC45_R3T6_5,GeneFamilyCounts/DC46_R1T6_4,GeneFamilyCounts/DC46_R1T6_6,GeneFamilyCounts/DC46_R2T6_4,GeneFamilyCounts/DC46_R2T6_6,GeneFamilyCounts/DC46_R3T6_4,GeneFamilyCounts/DC46_R3T6_6,GeneFamilyCounts/DC47_R1T6_4,GeneFamilyCounts/DC47_R1T6_7,GeneFamilyCounts/DC47_R2T6_4,GeneFamilyCounts/DC47_R2T6_7,GeneFamilyCounts/DC47_R3T6_4,GeneFamilyCounts/DC47_R3T6_7,GeneFamilyCounts/DC48_R1T6_4,GeneFamilyCounts/DC48_R1T6_8,GeneFamilyCounts/DC48_R2T6_4,GeneFamilyCounts/DC48_R2T6_8,GeneFamilyCounts/DC48_R3T6_4,GeneFamilyCounts/DC48_R3T6_8,GeneFamilyCounts/DC50_R1TWB_5,GeneFamilyCounts/DC50_R2TWB_5,GeneFamilyCounts/DC50_R3TWB_5,GeneFamilyCounts/DC56_R1T6_5,GeneFamilyCounts/DC56_R1T6_6,GeneFamilyCounts/DC56_R2T6_5,GeneFamilyCounts/DC56_R2T6_6,GeneFamilyCounts/DC56_R3T6_5,GeneFamilyCounts/DC56_R3T6_6,GeneFamilyCounts/DC57_R1TWB_5,GeneFamilyCounts/DC57_R1TWB_7,GeneFamilyCounts/DC57_R2TWB_5,GeneFamilyCounts/DC57_R2TWB_7,GeneFamilyCounts/DC57_R3TWB_5,GeneFamilyCounts/DC57_R3TWB_7,GeneFamilyCounts/DC58_R1T6_5,GeneFamilyCounts/DC58_R1T6_8,GeneFamilyCounts/DC58_R2T6_5,GeneFamilyCounts/DC58_R2T6_8,GeneFamilyCounts/DC58_R3T6_5,GeneFamilyCounts/DC58_R3T6_8,GeneFamilyCounts/DC60_R1T6_6,GeneFamilyCounts/DC60_R2T6_6,GeneFamilyCounts/DC60_R3T6_6,GeneFamilyCounts/DC67_R1T6_6,GeneFamilyCounts/DC67_R1T6_7,GeneFamilyCounts/DC67_R2T6_6,GeneFamilyCounts/DC67_R2T6_7,GeneFamilyCounts/DC67_R3T6_6,GeneFamilyCounts/DC67_R3T6_7,GeneFamilyCounts/DC68_R1T6_6,GeneFamilyCounts/DC68_R1T6_8,GeneFamilyCounts/DC68_R2T6_6,GeneFamilyCounts/DC68_R2T6_8,GeneFamilyCounts/DC68_R3T6_6,GeneFamilyCounts/DC68_R3T6_8,GeneFamilyCounts/DC70_R1TWB_7,GeneFamilyCounts/DC70_R2T6_7,GeneFamilyCounts/DC70_R3TWB_7,GeneFamilyCounts/DC78_R1T6_7,GeneFamilyCounts/DC78_R1T6_8,GeneFamilyCounts/DC78_R2T6_7,GeneFamilyCounts/DC78_R2T6_8,GeneFamilyCounts/DC78_R3T6_7,GeneFamilyCounts/DC78_R3T6_8,GeneFamilyCounts/DN82_R3TX_8,GeneFamilyCounts/DN86_R1TX_8
PTHR19877,127.16,140.93,139.98,124.28,220.59,155.69,226.99,187.51,97.78,194.08,70.58,185.25,50.14,242.26,84.27,186.13,8.65,201.78,1.71,132.91,0.0,120.39,630.09,121.29,665.54,205.71,425.89,146.88,51.97,140.1,27.81,142.34,49.33,158.48,24.95,132.02,55.01,136.91,51.68,179.78,22.76,163.28,6.05,174.27,45.48,293.52,233.65,26.83,246.87,54.45,201.29,74.4,220.22,38.3,257.54,0.67,340.43,0.28,246.64,11.14,89.05,778.19,78.22,768.22,91.69,922.07,217.73,72.35,171.88,69.03,238.27,42.98,267.61,13.4,1.36,222.1,431.9,634.3,278.83,329.11,187.74,124.12,118.04,79.1,39.35,145.39,1.27,146.71,0.25,11.8,1094.26,7.24,1053.36,6.74,1053.33,69.56,2.45,69.85,0.0,63.8,0.0,141.26,1.31,163.54,4.46,143.27,3.73,122.96,434.51,140.68,417.24,87.93,82.9,102.93,92.4,86.49,0.03,894.47,0.0,889.29,0.02,1001.21,98.01,34.61,78.77,67.08,58.25,78.4,24.87,200.37,31.76,138.85,42.33,148.02,17.4,758.27,0.0,902.84,0.0,833.46,1310.86,1274.75,1204.71,1211.94,5.15,1133.96,3.37,1363.81,5.41,1382.76,16.79,1266.59,65.18,1300.34,21.94,848.75,97.03,851.72,112.99,836.98,65.85,58.48,71.83,62.38,100.76,133.68,103.31,130.19,98.76,139.27,91.62,535.55,95.54,397.9,74.88,470.49,194.91,178.69,191.94,179.91,471.51,236.17,450.94,139.5,471.1,948.52,980.05
PTHR23306,37.31,36.3,45.45,57.13,27.16,48.51,29.65,53.3,20.37,45.47,16.0,35.97,10.45,39.17,17.53,71.95,4.98,70.27,2.23,35.28,0.0,32.44,6.91,34.81,6.84,18.58,10.82,46.9,23.63,47.55,19.41,66.81,32.04,56.03,7.85,25.08,13.08,26.44,9.99,34.84,0.72,33.99,0.38,48.77,1.36,26.79,15.83,15.91,35.75,44.16,26.39,51.55,31.85,21.87,10.25,0.0,13.8,0.0,26.46,4.21,17.31,8.01,15.67,7.73,18.52,8.23,15.12,24.31,18.34,31.12,21.83,13.8,24.31,5.47,0.0,14.04,39.94,17.72,22.26,27.28,19.87,24.15,24.84,14.44,23.08,34.84,0.58,32.23,0.97,5.36,9.54,1.49,7.72,4.55,7.87,14.74,0.0,14.56,0.0,9.4,0.0,18.0,0.0,20.65,0.0,15.97,0.0,19.56,10.5,24.6,8.34,11.54,1.24,56.8,48.63,34.89,0.0,11.7,0.0,12.61,0.0,11.48,59.88,17.98,42.69,24.97,20.48,34.1,27.06,24.46,21.4,25.02,42.43,27.32,7.53,15.61,0.0,17.67,0.0,14.02,13.22,13.53,15.78,8.99,0.0,7.54,0.0,9.49,0.0,11.56,21.85,12.77,52.11,13.78,13.36,9.54,6.19,9.02,7.09,10.25,2.38,35.29,34.59,30.8,39.73,26.45,33.5,23.74,40.17,30.38,37.59,19.63,28.56,15.43,36.78,18.07,23.8,39.99,22.65,20.8,12.1,26.68,18.95,20.15,11.43,16.7,16.4
PTHR23305,514.67,514.16,498.26,397.19,45.27,298.56,47.83,402.86,86.71,487.38,51.31,467.6,44.62,550.5,66.38,416.7,0.86,488.07,4.24,461.95,0.0,465.32,152.57,454.27,142.39,381.34,42.26,454.91,151.86,445.39,86.16,387.1,219.99,417.81,5.44,460.35,9.92,441.35,7.38,445.11,2.1,425.86,1.06,501.88,2.77,22.28,20.97,3.62,47.54,22.92,31.73,35.54,78.2,20.02,64.63,0.0,67.65,0.0,81.3,1.42,15.27,145.18,14.08,119.48,17.23,146.9,186.85,269.83,47.92,210.72,33.87,4.88,29.67,1.23,0.95,76.17,48.67,44.14,39.87,30.35,165.51,88.91,82.89,151.43,3.51,98.02,0.0,153.88,0.0,8.48,164.3,3.2,150.28,2.57,148.92,63.86,2.4,72.94,0.0,46.1,0.0,104.51,0.0,101.37,0.0,96.07,0.74,86.08,25.84,78.22,25.76,46.0,3.35,15.27,14.38,11.6,1.5,153.45,0.54,246.21,1.51,261.84,15.85,104.35,8.41,241.58,9.68,244.79,8.28,47.93,7.98,35.66,8.45,39.58,3.5,54.75,0.0,69.97,0.0,57.36,196.66,204.94,176.9,230.52,2.74,205.95,1.79,203.16,2.5,181.79,6.06,163.32,33.81,152.11,9.69,227.2,26.8,211.74,26.96,340.73,38.31,217.65,261.48,281.58,304.75,25.72,350.24,32.16,314.53,27.93,218.5,60.46,231.81,49.94,278.58,54.69,46.85,40.45,47.06,52.41,40.53,61.59,16.82,34.55,38.11,91.97,93.11
PTHR14089,9.32,7.61,6.11,8.52,61.06,6.87,65.46,10.48,40.4,5.07,26.34,9.82,26.04,5.14,32.78,5.09,3.13,6.64,1.61,7.01,0.0,3.85,5.41,4.1,2.83,5.1,3.91,10.17,24.18,6.53,8.24,6.68,26.39,9.44,11.56,5.7,12.21,6.69,15.73,4.72,2.25,6.87,0.27,4.31,2.42,63.45,52.14,39.98,57.02,23.5,46.82,18.07,68.53,24.75,58.28,0.25,54.92,0.0,67.88,3.24,27.1,4.03,22.61,3.2,31.06,4.91,38.32,26.44,35.79,37.62,62.79,19.19,66.47,6.68,0.0,17.08,68.48,29.49,60.26,23.29,24.98,40.56,46.74,56.23,19.23,55.83,1.33,56.03,0.0,5.26,7.69,3.53,6.37,2.25,7.59,28.08,0.0,29.0,0.0,20.8,1.55,41.96,5.47,55.27,14.59,50.87,2.71,39.66,14.73,47.51,21.01,26.9,2.27,38.25,35.95,22.89,0.0,6.18,0.11,9.75,0.0,7.13,52.26,30.23,34.95,24.79,19.27,35.38,11.0,46.1,14.58,48.14,17.94,46.72,9.21,41.19,0.0,34.21,0.0,35.16,8.55,6.82,6.87,6.18,0.0,6.43,0.0,7.86,0.0,9.88,25.95,6.13,55.33,7.01,11.37,4.49,5.74,8.15,4.32,4.73,5.92,28.71,28.22,26.14,36.11,45.16,42.04,66.1,38.54,52.53,34.56,29.87,35.37,19.41,34.85,29.02,45.81,42.41,34.47,31.59,15.46,32.25,14.3,46.81,18.39,23.56,24.46
PTHR11748,77.41,77.97,82.98,101.99,455.56,79.21,248.42,98.88,207.18,119.96,18.45,107.23,14.85,119.55,25.65,81.73,19.94,96.32,18.36,118.42,1.03,61.22,85.64,62.27,76.13,45.01,43.02,119.18,193.0,94.79,145.02,120.45,245.36,90.67,9.58,77.74,18.25,74.89,19.66,99.55,5.93,98.01,1.87,85.52,17.36,331.37,357.17,12.47,236.31,12.43,376.63,13.9,178.37,7.69,309.75,1.62,128.72,2.77,273.13,14.25,176.27,86.02,139.8,93.92,225.99,101.36,438.21,250.24,141.83,209.4,325.12,17.56,193.53,6.97,0.0,43.28,146.91,160.15,224.03,102.32,27.2,37.4,32.49,33.26,112.49,30.73,3.8,32.61,4.56,3.06,117.72,1.24,107.87,1.62,121.46,20.54,0.0,21.19,1.83,11.98,0.0,24.94,0.0,29.69,0.0,29.99,0.97,30.48,54.68,26.58,105.71,18.64,10.21,238.85,150.99,115.05,1.39,117.44,4.45,167.39,2.37,120.3,303.21,65.12,202.78,188.85,122.16,228.27,70.42,49.86,76.65,49.0,85.58,63.92,20.68,319.64,0.35,106.13,0.0,131.41,103.89,107.13,109.2,106.79,4.05,120.31,6.73,125.43,7.24,136.61,3.23,99.3,8.15,96.39,4.58,163.7,44.28,190.14,35.08,180.21,27.31,382.07,257.66,335.96,265.23,44.64,308.02,39.78,283.77,50.79,238.08,152.96,268.59,73.92,280.42,286.14,53.13,44.89,51.41,62.73,143.84,62.11,36.21,56.68,123.97,104.21,107.58
PTHR13948,27.02,26.26,28.08,30.01,13.36,26.91,11.84,31.8,6.54,35.81,17.16,37.73,12.28,42.03,26.18,24.33,0.0,27.6,0.0,25.55,0.0,17.27,17.46,19.04,23.26,15.56,15.55,28.35,15.62,22.77,2.75,37.81,16.28,31.13,16.72,29.45,20.09,26.13,15.42,22.3,3.57,15.23,1.04,23.4,8.1,19.93,13.85,1.02,14.52,12.96,21.97,17.37,20.52,5.23,17.33,0.0,19.89,0.0,24.81,0.52,7.56,20.75,8.05,23.41,9.77,24.11,14.07,16.89,10.62,18.12,14.65,20.13,16.03,6.9,0.0,45.61,20.14,83.32,13.82,32.54,17.07,34.24,30.44,8.06,0.96,17.68,0.0,12.58,0.0,2.02,31.97,1.41,28.11,3.8,25.69,8.07,0.0,10.32,0.0,7.91,0.0,15.75,0.0,15.7,2.35,19.39,0.0,18.35,41.41,30.19,43.49,10.05,4.03,5.34,4.45,2.63,0.0,30.21,0.0,35.15,0.0,33.26,4.85,4.79,3.32,21.82,3.74,16.94,5.87,85.78,0.0,69.39,4.4,91.77,0.0,98.22,0.0,76.49,0.0,99.58,52.67,59.62,48.72,30.27,0.0,30.11,0.0,24.51,0.0,54.98,4.83,55.79,22.89,52.45,2.48,30.13,13.8,35.95,6.71,30.38,7.62,17.04,17.81,19.49,28.06,50.35,25.81,47.63,27.08,71.19,19.03,55.86,18.44,43.82,17.23,43.65,60.75,63.92,61.59,62.75,35.13,68.09,15.35,58.0,28.59,53.92,51.89
PTHR11661,3957.37,3960.43,3699.1,3019.64,1507.35,3040.2,1310.32,3477.01,2237.46,4194.8,1316.97,4624.57,2289.67,5184.02,1131.69,3913.49,791.19,4127.79,845.13,4482.71,430.88,3274.41,1877.48,3693.75,2349.58,4287.99,1511.49,3463.58,1451.2,3909.23,1112.71,3736.82,1716.38,4040.89,143.79,4197.16,209.72,4148.86,205.95,5224.97,65.83,5423.42,26.01,4951.57,128.17,1581.05,1526.5,42.36,1469.87,711.78,1434.37,594.6,1222.67,718.76,1656.65,115.73,1461.46,122.71,1585.95,481.2,570.08,2731.46,496.97,2497.24,624.84,2925.99,1645.68,2142.93,828.8,1605.98,1537.27,63.96,1510.11,12.68,0.81,1168.8,1187.05,1540.18,1829.66,790.18,1609.45,506.91,515.65,1541.96,2964.7,962.43,59.77,1786.4,26.99,200.86,2758.12,232.16,3065.7,236.56,2906.95,439.89,10.94,601.15,9.86,290.79,10.03,629.29,81.9,710.15,83.4,670.85,154.72,720.42,892.08,553.4,1008.8,373.3,201.7,4899.94,4560.4,2967.6,67.44,2516.46,66.36,2319.11,67.34,2610.84,3908.83,4216.13,5156.05,2690.22,1785.16,1804.14,1077.85,557.36,1493.57,358.51,1772.28,496.04,819.94,1710.24,12.63,2123.1,0.0,1972.52,2434.51,2833.74,2360.6,3620.74,1600.37,3296.77,1374.17,3401.95,1299.3,3088.39,35.11,3150.15,112.08,3226.27,39.28,2590.57,357.23,2669.82,471.57,2852.15,390.92,1663.51,1728.37,2192.8,2582.57,261.28,2813.56,215.18,2507.55,237.91,1778.55,1542.3,2047.76,1196.45,1663.42,1336.75,824.84,515.76,774.75,589.32,1314.6,738.07,973.91,265.92,1059.07,2163.46,2176.65
PTHR11662,428.99,449.31,459.72,533.02,463.04,398.85,418.01,495.83,237.01,509.6,122.0,449.27,73.71,423.93,150.01,457.75,21.96,464.08,4.9,422.88,0.11,435.31,2091.37,409.45,2072.44,438.14,1202.44,520.89,466.43,480.74,322.29,464.93,527.64,449.96,45.01,353.44,37.19,356.27,21.25,445.92,10.69,557.87,3.88,441.39,28.63,402.23,500.81,29.09,518.45,93.36,533.68,197.28,538.35,66.97,362.12,2.66,422.43,1.2,533.39,25.49,129.06,2017.87,111.25,2096.97,146.24,2135.18,464.94,495.92,258.49,552.35,420.58,39.98,392.05,12.29,0.0,77.87,353.51,320.13,372.77,247.81,254.29,195.73,190.41,112.08,83.31,185.56,2.61,102.22,1.78,23.89,959.27,10.72,968.88,12.39,1153.51,74.1,2.96,97.05,0.0,86.02,1.88,215.19,0.95,245.81,0.78,213.32,1.89,193.47,154.5,216.52,240.03,178.32,18.15,269.06,162.68,100.94,2.65,3045.55,1.5,1622.79,1.42,1678.02,326.21,175.07,171.05,429.21,134.53,536.32,106.5,134.48,100.19,168.1,129.97,193.35,30.21,316.84,0.49,313.24,0.0,289.44,1562.57,1354.32,1580.81,2281.62,5.21,2753.01,4.31,1775.95,6.92,1146.29,23.65,2177.43,56.6,2074.99,20.15,803.74,70.26,810.42,75.97,776.08,41.49,658.86,524.57,628.2,572.13,121.49,663.44,128.21,583.01,131.32,565.34,295.95,504.86,232.35,536.95,285.09,113.14,74.37,109.41,131.92,179.24,107.15,171.95,138.15,212.02,285.09,297.92
PTHR11742,108.66,107.54,109.94,77.3,173.03,79.89,255.36,82.98,107.47,83.34,64.82,99.85,45.91,93.1,76.48,64.33,0.42,65.77,0.0,48.16,0.0,76.64,12.51,81.61,16.25,67.78,17.63,76.94,29.75,87.45,12.98,62.23,37.7,66.7,12.22,111.52,20.48,118.07,16.65,49.86,1.08,40.07,0.36,49.39,2.06,177.51,133.33,20.94,200.35,47.9,165.47,57.08,199.51,25.55,127.32,0.0,129.95,0.0,151.54,0.0,87.67,20.65,71.16,21.75,115.4,19.93,260.87,42.3,100.79,31.33,180.07,17.8,145.59,5.68,0.0,24.94,201.27,32.62,153.7,37.97,92.01,116.13,102.7,57.97,3.01,78.54,0.0,71.48,0.0,11.17,28.22,4.96,23.49,3.1,30.13,53.73,0.0,49.23,0.0,47.99,0.0,131.55,1.3,114.35,1.08,111.08,0.87,99.61,16.97,118.23,24.4,57.94,2.99,10.28,6.33,4.52,0.0,28.07,0.0,31.23,0.0,25.46,9.29,10.89,4.74,33.75,2.23,40.52,2.13,40.07,2.79,42.37,6.73,44.53,1.81,36.89,0.0,42.95,0.0,34.61,27.71,26.78,28.53,25.24,0.0,27.01,0.0,24.74,0.3,32.06,6.33,31.3,13.49,30.21,5.76,20.26,8.35,27.15,9.07,25.45,5.01,39.13,37.76,45.42,41.6,41.37,47.84,50.44,34.99,52.52,38.01,36.92,43.77,30.74,26.4,34.09,48.0,45.02,44.05,50.06,23.44,55.17,17.77,62.1,21.86,44.68,42.31
PTHR11216,37.21,39.45,44.97,52.26,76.04,55.35,103.94,67.43,47.72,43.1,32.34,41.99,30.98,38.01,43.85,49.53,2.46,50.24,1.75,63.89,1.15,31.74,38.39,35.79,37.4,54.91,51.7,46.05,70.3,43.26,53.53,65.1,88.25,63.03,53.64,26.21,66.65,32.39,61.81,57.76,1.41,44.44,0.44,59.5,2.47,92.6,57.12,6.73,95.54,34.71,94.9,44.64,101.55,23.37,63.71,0.09,66.2,0.35,94.12,1.0,33.55,51.93,27.83,53.0,36.92,68.52,45.45,73.4,57.25,298.19,64.98,67.69,65.0,26.12,0.0,166.13,97.94,24.37,62.48,32.1,29.32,63.77,55.57,66.83,4.02,67.27,0.0,80.93,0.0,6.55,51.49,2.14,41.34,1.17,40.76,44.46,0.0,43.84,0.0,25.9,0.0,65.34,3.01,63.94,4.94,62.82,3.56,39.23,9.51,58.91,14.28,20.46,3.89,16.64,12.5,7.25,0.15,83.54,0.0,69.46,0.18,56.87,19.26,99.28,9.64,75.8,8.3,179.0,6.53,158.47,3.95,133.84,7.39,130.28,2.06,24.9,0.36,31.35,0.0,25.97,54.45,56.36,64.35,44.14,1.07,52.39,0.0,49.78,0.22,68.15,14.15,46.9,31.21,48.0,6.17,47.27,10.05,55.84,6.61,49.37,5.57,92.85,94.89,94.41,114.69,150.7,111.66,141.45,123.2,171.33,90.23,30.32,79.1,23.4,100.75,35.47,140.21,203.29,163.2,192.7,20.6,149.09,13.59,191.01,24.57,33.7,35.83
PTHR10210,209.27,220.82,226.21,177.2,100.84,220.37,104.04,247.78,80.17,170.06,86.08,166.13,50.78,133.78,104.22,343.66,1.48,293.38,2.1,111.47,0.0,279.94,22.32,257.21,20.61,197.73,28.35,208.5,95.4,204.48,68.9,149.65,63.06,203.49,47.55,160.97,45.09,210.68,67.7,192.81,6.11,105.25,2.31,142.77,9.4,115.57,108.28,4.71,103.26,43.28,93.13,106.33,101.96,12.33,135.19,0.18,123.0,0.18,124.77,2.0,32.76,15.38,28.61,20.72,45.37,29.54,119.37,97.25,73.42,85.7,102.46,69.82,120.91,10.58,3.04,255.47,149.27,124.93,136.13,114.95,364.71,192.11,163.26,98.75,6.49,189.32,0.0,200.68,0.0,16.34,30.53,2.91,29.34,3.41,33.68,59.42,0.0,63.9,0.0,54.17,6.95,165.98,5.74,204.78,15.3,176.63,11.35,204.76,69.73,167.89,55.75,104.0,14.97,13.58,6.83,5.45,0.0,34.36,0.23,40.63,0.0,45.36,20.41,173.12,11.47,74.31,20.94,94.68,4.17,189.26,5.73,264.84,6.8,210.31,2.32,115.18,0.0,132.89,0.0,108.7,26.61,27.5,24.68,32.01,12.76,32.07,12.78,37.15,20.53,28.59,3.25,19.92,20.79,20.75,3.49,91.95,30.66,59.78,21.1,68.95,13.79,85.57,93.65,94.27,125.81,676.0,140.7,293.1,124.87,485.7,95.44,188.43,98.08,112.12,92.94,116.75,168.93,207.27,330.88,481.48,81.79,239.8,49.72,182.44,69.37,141.37,103.98
PTHR11210,153.9,180.38,172.52,167.83,189.22,155.06,245.35,155.42,141.28,173.93,60.31,163.68,38.4,159.07,79.92,136.44,5.34,133.03,0.6,101.26,0.0,115.71,75.26,132.35,83.83,150.98,82.19,171.81,52.87,148.29,51.76,166.83,61.7,130.6,56.09,111.18,98.35,117.44,91.53,85.88,3.01,68.56,2.12,97.85,5.12,246.88,223.54,5.6,239.38,44.75,216.17,45.29,256.38,22.45,227.82,0.15,201.98,0.0,208.58,5.92,74.27,120.14,67.69,107.66,92.27,111.37,110.96,60.16,107.46,93.28,175.89,80.36,158.34,28.03,0.0,239.33,190.81,40.83,141.87,74.48,89.88,106.28,94.0,66.8,25.46,72.3,0.83,44.31,0.0,20.31,102.61,6.38,102.12,3.07,112.69,38.47,0.0,45.31,0.0,43.27,0.0,81.1,0.0,80.38,2.57,77.43,7.82,63.38,25.72,82.87,34.38,45.96,6.31,58.6,48.79,37.68,1.74,102.15,2.0,133.48,1.41,146.85,52.49,12.13,38.52,77.63,31.39,65.62,12.57,201.39,16.61,273.53,26.89,265.34,8.51,34.9,0.92,49.36,0.0,40.21,146.35,154.63,151.78,117.55,15.2,104.83,12.16,105.0,16.44,129.3,23.33,125.53,89.11,122.95,34.86,100.33,39.69,102.02,33.05,109.59,22.85,71.84,86.99,67.57,79.87,198.73,75.94,189.64,78.52,206.13,102.57,33.53,80.21,35.58,135.91,39.67,235.56,270.99,243.14,271.45,35.55,381.01,53.35,307.52,32.51,48.12,51.25
