Label,DC10_R1T6_1,DC10_R2T6_1,DC10_R3T6_1,DC12_R1T6_1,DC12_R1T6_2,DC12_R2T6_1,DC12_R2T6_2,DC12_R3T6_1,DC12_R3T6_2,DC13_R1T6_1,DC13_R1T6_3,DC13_R2T6_1,DC13_R2T6_3,DC13_R3T6_1,DC13_R3T6_3,DC14_R1T6_1,DC14_R1T6_4,DC14_R2T6_1,DC14_R2T6_4,DC14_R3T6_1,DC14_R3T6_4,DC15_R1T6_1,DC15_R1T6_5,DC15_R2T6_1,DC15_R2T6_5,DC15_R3T6_1,DC15_R3T6_5,DC16_R1T6_1,DC16_R1T6_6,DC16_R2T6_1,DC16_R2T6_6,DC16_R3T6_1,DC16_R3T6_6,DC17_R1T6_1,DC17_R1T6_7,DC17_R2T6_1,DC17_R2T6_7,DC17_R3T6_1,DC17_R3T6_7,DC18_R1T6_1,DC18_R1T6_8,DC18_R2T6_1,DC18_R2T6_8,DC18_R3T6_1,DC18_R3T6_8,DC20_R1T6_2,DC20_R2T6_2,DC20_R3T6_2,DC23_R1T6_2,DC23_R1T6_3,DC23_R2T6_2,DC23_R2T6_3,DC23_R3T6_2,DC23_R3T6_3,DC24_R1T6_2,DC24_R1T6_4,DC24_R2T6_2,DC24_R2T6_4,DC24_R3T6_2,DC24_R3T6_4,DC25_R1T6_2,DC25_R1T6_5,DC25_R2T6_2,DC25_R2T6_5,DC25_R3T6_2,DC25_R3T6_5,DC26_R1T6_2,DC26_R1T6_6,DC26_R2T6_2,DC26_R2T6_6,DC27_R1T6_2,DC27_R1T6_7,DC27_R2T6_2,DC27_R2T6_7,DC27_R3T6_2,DC27_R3T6_7,DC28_R1T6_2,DC28_R1T6_8,DC28_R2T6_2,DC28_R2T6_8,DC30_R1T6_3,DC30_R2T6_3,DC30_R3T6_3,DC34_R1T6_3,DC34_R1T6_4,DC34_R2T6_3,DC34_R2T6_4,DC34_R3T6_3,DC34_R3T6_4,DC35_R1T6_3,DC35_R1T6_5,DC35_R2T6_3,DC35_R2T6_5,DC35_R3T6_3,DC35_R3T6_5,DC36_R1T6_3,DC36_R1T6_6,DC36_R2T6_3,DC36_R2T6_6,DC36_R3T6_3,DC36_R3T6_6,DC37_R1T6_3,DC37_R1T6_7,DC37_R2T6_3,DC37_R2T6_7,DC37_R3T6_3,DC37_R3T6_7,DC38_R1T6_3,DC38_R1T6_8,DC38_R2T6_3,DC38_R2T6_8,DC38_R3T6_3,DC38_R3T6_8,DC40_R1T6_4,DC40_R2T6_4,DC40_R3T6_4,DC45_R1T6_4,DC45_R1T6_5,DC45_R2T6_4,DC45_R2T6_5,DC45_R3T6_4,DC45_R3T6_5,DC46_R1T6_4,DC46_R1T6_6,DC46_R2T6_4,DC46_R2T6_6,DC46_R3T6_4,DC46_R3T6_6,DC47_R1T6_4,DC47_R1T6_7,DC47_R2T6_4,DC47_R2T6_7,DC47_R3T6_4,DC47_R3T6_7,DC48_R1T6_4,DC48_R1T6_8,DC48_R2T6_4,DC48_R2T6_8,DC48_R3T6_4,DC48_R3T6_8,DC50_R1TWB_5,DC50_R2TWB_5,DC50_R3TWB_5,DC56_R1T6_5,DC56_R1T6_6,DC56_R2T6_5,DC56_R2T6_6,DC56_R3T6_5,DC56_R3T6_6,DC57_R1TWB_5,DC57_R1TWB_7,DC57_R2TWB_5,DC57_R2TWB_7,DC57_R3TWB_5,DC57_R3TWB_7,DC58_R1T6_5,DC58_R1T6_8,DC58_R2T6_5,DC58_R2T6_8,DC58_R3T6_5,DC58_R3T6_8,DC60_R1T6_6,DC60_R2T6_6,DC60_R3T6_6,DC67_R1T6_6,DC67_R1T6_7,DC67_R2T6_6,DC67_R2T6_7,DC67_R3T6_6,DC67_R3T6_7,DC68_R1T6_6,DC68_R1T6_8,DC68_R2T6_6,DC68_R2T6_8,DC68_R3T6_6,DC68_R3T6_8,DC70_R1TWB_7,DC70_R2T6_7,DC70_R3TWB_7,DC78_R1T6_7,DC78_R1T6_8,DC78_R2T6_7,DC78_R2T6_8,DC78_R3T6_7,DC78_R3T6_8,DN82_R3TX_8,DN86_R1TX_8
PTHR24054,82.26,86.27,88.49,60.77,59.38,79.29,50.09,66.77,86.62,66.4,40.16,76.24,38.78,59.86,45.47,77.77,7.04,69.65,3.1,39.36,0.0,86.42,64.18,84.43,60.43,99.03,111.86,63.06,251.0,77.96,181.05,62.35,207.17,63.94,79.23,73.84,74.7,86.55,83.61,58.76,35.32,49.99,16.25,50.15,46.21,45.32,48.02,2.96,43.23,40.92,38.88,51.76,51.93,32.52,48.85,1.67,46.3,0.53,54.28,23.27,32.75,62.03,34.23,64.85,44.83,75.03,36.07,264.91,60.54,227.87,39.84,92.85,40.56,44.65,43.64,100.42,44.58,212.31,43.3,147.97,58.34,53.8,47.83,45.12,24.63,47.77,0.78,65.32,0.0,28.68,73.45,20.23,66.07,21.51,66.54,41.47,198.87,50.3,147.98,55.26,245.53,52.85,53.71,51.97,48.51,44.67,61.05,47.74,176.0,55.59,219.71,33.52,19.71,44.0,40.22,27.58,0.0,65.54,0.0,79.73,0.0,72.93,46.49,172.96,46.34,243.79,32.67,235.46,19.54,116.38,16.98,105.0,36.18,87.33,30.3,252.26,0.0,226.11,0.0,225.81,64.84,70.39,68.85,62.06,39.01,63.82,49.74,68.99,27.95,78.43,38.84,67.32,81.64,65.22,28.51,84.82,60.88,92.63,69.96,82.13,59.85,299.32,219.11,291.36,332.86,136.72,386.19,148.15,347.05,154.56,244.72,140.83,235.23,84.92,269.87,146.58,113.65,100.48,121.18,145.74,115.7,92.17,127.79,140.68,147.55,129.74,111.82
PTHR20973,9.19,7.93,7.14,10.06,5.76,9.9,5.24,9.63,2.42,10.56,4.87,14.06,3.81,14.76,5.49,6.07,6.12,6.3,0.74,7.53,0.0,5.77,4.26,5.52,6.96,6.42,8.27,8.22,1.28,9.57,0.0,9.56,4.55,7.94,4.2,8.72,6.95,7.72,5.06,7.94,0.0,8.36,0.0,6.04,0.82,11.15,5.11,0.0,8.04,5.83,9.75,5.63,17.34,3.78,2.94,0.54,1.8,0.51,14.3,2.84,2.02,9.45,0.75,8.78,0.89,9.04,3.19,3.94,2.35,3.3,1.11,8.56,1.84,5.87,0.0,5.15,3.59,5.8,1.59,11.01,5.07,5.86,5.2,3.16,27.15,5.31,6.77,4.4,2.03,1.68,4.73,3.23,4.1,2.37,4.17,3.17,0.0,3.98,0.0,4.27,0.0,5.26,0.0,5.96,0.0,5.83,0.0,5.27,5.47,6.12,11.28,6.33,0.79,61.96,74.94,58.19,0.0,9.09,0.0,13.95,0.0,6.22,35.33,0.0,38.28,4.42,16.99,2.15,15.24,5.41,15.62,11.51,12.07,13.85,7.2,4.3,0.0,6.29,0.0,4.88,8.49,8.2,8.34,4.6,0.0,5.35,0.0,5.35,0.0,11.13,0.0,6.8,0.38,6.2,0.68,3.52,1.94,6.9,4.05,6.41,1.13,0.49,3.41,2.16,2.31,16.38,3.16,15.95,3.49,18.89,5.7,9.94,0.59,6.15,4.19,9.77,10.51,5.04,11.09,16.02,7.71,13.96,22.51,15.91,7.44,7.88,7.35
PTHR11952,62.52,80.98,72.87,128.29,57.54,117.52,58.59,133.6,42.75,96.11,35.9,91.72,37.82,81.92,46.34,67.05,6.71,87.82,7.87,51.42,2.3,67.66,48.44,69.04,53.71,118.44,59.77,92.26,99.63,119.82,103.99,83.27,361.76,92.56,40.98,38.97,42.17,46.44,25.03,41.12,4.67,25.3,1.97,43.22,10.77,68.4,67.97,1.15,140.54,53.29,197.35,66.38,188.62,45.75,69.98,3.28,68.57,2.98,178.67,3.88,48.09,71.73,35.3,72.41,53.0,85.99,111.93,186.72,79.49,194.16,52.17,48.23,75.43,23.68,0.0,51.16,95.59,40.22,60.18,78.78,61.88,50.27,48.91,51.06,6.12,51.06,0.0,47.19,1.19,33.35,77.78,6.95,73.26,6.75,73.83,51.97,3.15,29.52,0.0,45.66,4.06,107.48,31.97,58.42,13.48,63.57,19.47,36.93,42.19,40.1,57.15,28.97,3.97,17.59,12.37,10.32,2.7,80.41,1.09,77.01,1.11,66.74,19.62,55.0,14.08,219.28,18.24,217.43,6.92,54.03,8.58,40.76,17.18,48.92,3.8,44.86,0.0,61.04,0.0,47.16,75.39,79.67,80.74,74.84,9.8,71.41,12.03,73.94,9.72,81.64,21.77,72.5,47.41,74.06,19.67,83.42,20.36,88.68,22.16,76.75,10.43,190.83,185.05,154.71,252.82,82.62,248.89,77.22,256.79,75.31,252.77,49.05,259.32,33.7,249.56,41.59,73.82,31.31,74.36,99.32,38.19,87.91,64.98,119.19,42.37,73.76,70.18
PTHR24064,204.43,216.2,233.75,207.21,569.71,295.68,456.79,300.95,426.43,205.85,86.58,207.04,68.43,196.33,95.67,244.25,39.76,221.33,14.11,885.84,0.44,242.41,64.61,226.46,65.58,526.97,65.51,217.6,92.73,283.54,79.08,200.12,210.01,579.99,71.95,188.39,31.71,233.54,38.4,2343.2,36.82,3127.97,12.08,1880.37,96.43,213.48,331.6,8.22,183.29,56.11,218.78,68.98,286.79,22.53,195.36,1.18,145.8,1.13,154.67,25.86,282.58,67.36,241.15,69.12,351.42,78.31,118.21,182.2,205.14,172.1,561.29,70.78,253.21,26.38,0.0,105.06,319.56,285.58,196.37,90.77,63.14,81.1,79.92,178.24,181.84,149.41,5.78,87.81,0.0,14.18,56.16,8.37,57.06,10.28,56.98,50.48,1.56,58.33,0.0,50.7,2.01,104.17,0.0,119.7,0.0,94.66,0.0,112.33,109.54,86.62,161.07,241.58,11.01,324.64,158.26,213.02,0.0,85.16,0.3,73.4,0.0,77.08,389.86,52.27,308.94,161.86,97.41,156.03,113.41,154.75,199.25,61.51,160.88,218.93,25.26,193.06,0.0,153.05,0.0,115.02,78.86,79.41,75.58,75.01,0.27,86.26,0.0,61.43,0.17,80.99,7.31,93.53,16.27,94.94,7.49,33.3,33.74,53.18,34.45,41.64,25.69,184.78,169.79,167.16,159.12,131.56,152.98,134.29,158.49,135.85,195.82,186.77,146.04,74.61,153.77,115.34,54.1,140.76,49.34,109.27,98.33,70.69,75.03,135.87,87.72,128.55,110.75
PTHR10209,48.34,52.21,45.74,84.83,105.45,96.68,93.36,93.84,51.17,62.55,110.64,61.13,95.39,62.07,111.67,52.16,3.98,56.51,0.0,84.89,0.0,36.47,39.95,36.57,42.79,47.14,55.65,56.12,19.03,61.52,12.97,65.55,22.85,69.04,72.56,34.07,102.82,41.3,125.85,69.31,3.35,68.22,0.18,62.71,5.21,77.77,68.17,6.16,165.55,128.22,108.81,94.44,176.5,80.06,78.34,0.0,136.11,0.0,55.63,5.04,43.48,78.65,37.16,72.41,35.17,77.66,67.29,14.93,44.01,23.19,81.8,119.08,101.87,60.14,0.0,124.03,82.69,22.86,112.94,34.13,169.53,151.58,160.61,423.32,6.84,354.34,1.31,322.42,0.0,28.84,43.17,9.37,39.66,15.76,41.44,131.96,0.0,134.13,0.0,125.83,0.0,169.08,0.0,173.55,0.0,143.16,1.34,367.98,18.14,201.39,29.94,347.38,1.18,9.37,10.13,6.31,0.0,64.6,0.0,70.8,0.0,48.02,14.96,7.25,10.27,15.14,6.13,20.04,7.06,155.95,9.43,164.36,6.23,163.0,6.26,24.2,0.0,30.12,0.0,26.81,74.99,76.09,76.48,45.75,0.0,48.76,0.75,43.07,0.73,69.96,98.69,77.58,185.32,72.39,71.75,47.82,5.64,58.81,7.88,59.24,5.77,17.7,26.61,19.66,20.79,160.65,18.51,219.25,20.93,185.0,24.88,24.33,19.57,17.7,23.85,26.16,200.0,138.56,199.89,171.77,17.09,199.22,19.78,202.29,16.7,30.98,31.31
PTHR10165,9.05,13.06,13.4,41.55,61.09,38.65,102.01,35.89,52.1,27.96,27.82,18.15,26.84,23.21,39.34,39.6,4.13,43.59,1.51,45.29,0.0,14.53,48.04,15.15,50.64,12.65,32.39,33.24,3.62,24.34,4.63,38.92,5.81,40.97,16.36,7.5,40.58,10.35,28.43,23.98,12.32,15.08,1.49,38.69,17.9,83.61,55.33,3.78,114.68,92.31,92.08,112.01,114.74,25.45,58.52,0.0,60.46,0.0,80.89,1.53,59.4,59.23,50.43,53.38,57.29,51.6,50.09,5.79,94.09,7.48,81.14,35.56,63.96,12.97,0.0,67.07,106.21,72.24,89.37,79.5,36.72,40.68,42.36,39.97,7.48,37.55,0.0,38.44,0.0,9.65,52.03,5.54,51.34,5.16,50.7,22.2,0.0,23.73,0.0,27.35,0.0,43.25,0.0,41.23,0.0,43.05,0.0,41.89,51.79,35.04,68.56,36.48,4.87,10.18,5.83,3.37,0.0,61.9,0.0,74.55,0.0,65.08,9.58,0.0,6.42,12.83,5.63,6.48,1.22,68.46,5.29,98.1,12.08,119.65,1.5,85.14,0.0,88.31,0.0,81.18,86.16,129.29,121.89,58.68,0.0,58.67,0.0,53.83,0.0,134.03,10.46,58.92,26.28,72.65,8.14,40.74,23.22,55.75,20.53,51.53,14.41,8.02,4.8,7.27,9.35,53.19,11.47,66.39,12.42,72.56,4.93,99.97,5.89,60.29,8.74,77.94,86.74,61.06,90.64,60.18,62.62,60.95,64.98,62.51,64.05,110.91,69.63
PTHR32429,425.95,463.81,490.88,453.4,227.32,380.8,169.98,382.57,417.57,599.9,366.72,496.4,233.4,484.33,374.86,386.7,923.37,401.95,766.29,281.65,177.82,536.92,455.4,503.63,424.45,180.47,141.52,596.06,633.72,493.76,651.04,617.78,511.29,257.63,213.68,405.83,177.27,409.56,179.72,252.84,269.48,193.73,169.02,265.53,333.85,157.91,169.66,20.82,149.29,176.31,140.0,349.04,110.98,124.42,278.92,237.43,563.96,452.64,299.95,1248.11,325.14,404.72,384.93,433.92,390.67,417.27,222.99,848.32,381.59,530.12,207.17,446.06,200.08,187.65,7.72,523.28,248.55,941.32,202.89,1222.14,508.97,339.48,351.92,312.61,1056.08,299.5,85.14,296.72,15.84,79.34,376.85,25.12,396.26,45.42,325.65,190.54,26.35,210.68,20.93,204.3,31.01,365.49,207.5,391.81,272.72,383.45,265.13,323.54,569.63,417.94,651.68,297.32,61.08,1118.07,1235.93,859.62,242.51,462.91,182.74,353.6,237.71,429.46,826.04,1796.25,1224.64,835.13,2287.13,539.47,388.75,601.15,427.23,521.01,523.67,634.82,2076.99,1123.12,699.03,867.1,0.0,867.09,421.58,441.21,421.45,450.23,706.4,456.81,702.11,484.12,646.84,579.14,274.12,388.14,334.1,405.35,202.14,466.7,1212.39,412.16,1141.58,469.53,1779.14,949.68,457.73,1039.14,971.42,602.3,1084.02,615.52,1026.57,623.79,728.64,698.27,782.58,600.72,942.62,838.78,560.95,369.63,628.43,644.87,769.55,325.05,397.38,589.21,772.46,783.55,571.52
PTHR21477,53.85,55.32,56.23,70.34,106.21,50.72,109.7,64.24,64.17,57.91,48.28,53.35,36.42,56.61,51.54,71.8,8.78,70.27,1.84,77.0,0.63,54.9,18.69,56.75,17.78,38.15,13.21,71.14,25.69,55.96,31.22,78.9,23.44,65.05,15.55,43.87,43.46,49.16,38.37,71.95,0.56,53.43,0.62,70.14,1.93,126.21,76.63,5.75,124.38,40.73,103.45,44.91,113.36,24.67,102.67,0.48,117.81,0.52,111.3,16.71,70.09,22.49,51.61,23.39,68.9,24.87,75.54,14.89,105.01,71.77,95.83,26.62,107.33,17.03,0.0,78.26,123.09,5.84,102.27,3.04,53.81,60.68,62.41,55.22,34.9,53.35,3.83,44.09,0.0,10.61,21.19,3.81,19.63,4.05,22.12,34.05,0.0,36.96,0.0,35.02,0.0,51.62,0.0,54.74,0.0,57.1,0.0,46.87,3.72,53.57,5.58,38.86,0.7,45.16,39.37,30.4,0.0,24.54,0.0,24.43,0.0,22.61,48.16,13.36,41.38,13.66,34.21,36.35,13.72,62.2,23.04,57.65,27.65,56.28,22.81,9.31,0.0,7.39,0.0,7.14,19.16,18.73,19.61,17.47,0.0,19.15,0.0,20.09,0.0,19.99,35.76,19.83,50.05,20.19,21.77,12.0,0.57,16.75,0.0,16.29,2.99,26.21,36.93,31.26,26.17,53.05,25.99,30.83,31.37,46.35,24.24,4.32,28.2,3.74,23.99,7.32,48.1,60.97,52.89,54.35,4.1,68.46,1.48,58.55,6.59,5.73,3.76
PTHR24193,329.2,343.47,348.7,302.03,123.68,340.08,131.9,361.3,67.54,353.37,271.27,310.84,199.6,349.88,337.25,430.52,48.8,436.84,6.72,291.2,0.0,385.7,44.62,409.29,49.93,335.42,54.79,389.17,138.11,351.68,98.72,451.26,130.51,375.88,57.55,272.73,100.15,326.8,99.51,346.32,22.44,316.37,8.73,325.22,34.67,132.96,130.19,38.05,136.94,266.5,152.02,245.28,148.41,257.96,164.14,2.84,133.15,0.33,154.51,38.47,100.89,73.17,85.9,63.62,103.33,86.1,153.16,122.37,101.1,187.06,132.5,121.97,152.09,49.49,136.28,188.62,165.52,179.75,123.38,255.13,391.55,341.93,333.75,274.8,133.69,295.27,8.27,222.85,12.11,98.18,109.22,42.96,100.07,53.01,104.85,193.43,12.22,182.38,0.0,163.31,0.0,309.61,68.86,293.53,62.84,292.28,55.94,283.84,114.67,339.43,170.51,234.38,15.76,237.49,159.95,156.21,0.0,90.68,0.0,110.17,0.26,98.42,235.24,43.53,158.03,142.93,124.13,168.21,93.09,184.73,123.41,184.85,174.35,233.1,50.48,199.95,0.0,239.32,0.0,222.34,93.34,103.04,98.52,116.77,0.48,100.28,0.0,127.57,0.0,102.13,136.87,82.22,316.37,81.18,119.48,106.24,63.27,111.55,55.34,81.01,50.84,156.85,145.32,141.82,186.46,156.16,183.47,180.77,204.25,170.73,189.21,164.69,154.56,114.4,138.23,162.56,191.49,115.67,209.21,155.03,156.38,209.11,145.94,192.18,152.86,240.83,248.43
PTHR19308,92.1,109.32,111.73,119.02,11.3,108.87,10.17,99.07,9.37,141.66,411.65,122.51,261.33,120.41,545.17,133.61,51.14,105.97,29.11,44.87,0.0,112.99,71.97,100.17,75.31,28.93,63.18,136.51,246.1,85.18,234.85,122.93,294.15,71.79,58.81,105.24,78.2,116.48,92.25,75.72,10.34,53.86,2.58,74.05,22.02,13.99,6.27,1.64,39.03,234.03,36.53,190.1,24.83,247.44,11.54,9.89,19.99,4.03,39.19,161.37,10.02,107.02,8.98,108.05,11.19,119.01,11.13,292.29,19.89,230.82,10.9,103.83,18.2,54.11,0.0,57.79,27.12,134.08,18.32,143.77,244.45,397.39,404.0,221.65,127.78,368.61,7.31,340.1,1.46,156.12,106.69,69.29,89.64,52.62,88.47,155.01,0.0,160.06,0.0,144.39,0.0,253.3,0.0,263.17,4.14,276.48,0.0,276.14,66.53,389.22,130.69,201.26,8.53,436.79,524.28,464.59,0.0,75.37,0.0,96.3,0.0,95.32,321.0,97.54,287.26,290.06,244.37,286.06,156.11,73.36,106.5,51.84,240.71,38.51,128.67,117.15,0.34,132.89,0.0,130.46,74.84,71.16,78.54,77.44,1.67,76.0,2.25,72.88,2.67,71.08,284.57,65.03,555.72,69.78,182.46,128.56,31.77,126.93,31.47,127.97,25.92,381.79,308.46,334.47,226.02,120.99,225.92,135.23,239.05,126.92,186.01,132.32,220.06,110.3,229.46,151.37,119.04,100.7,150.52,126.25,107.23,103.96,57.43,155.22,76.36,85.28,87.99
PTHR14052,28.27,31.65,26.02,50.22,20.97,54.7,16.79,55.38,8.36,25.1,5.24,38.63,4.55,30.1,6.33,18.77,0.0,18.92,0.0,24.0,0.0,14.27,2.26,15.38,3.51,36.13,5.2,20.08,0.33,37.06,3.07,23.09,1.88,33.36,3.89,20.74,5.1,22.26,10.45,14.79,0.27,8.56,0.59,15.07,2.54,27.15,14.04,0.38,23.35,8.51,33.03,5.59,25.44,5.49,20.31,0.0,16.67,0.0,22.92,0.42,18.63,1.14,16.06,2.03,17.69,3.39,14.62,0.34,11.34,0.89,12.91,8.37,15.82,3.87,0.0,17.43,18.95,4.62,12.59,2.32,9.06,7.31,8.57,6.03,3.46,7.35,0.0,7.16,0.0,1.78,0.72,0.63,0.5,0.86,0.8,1.29,0.0,5.12,0.0,4.08,0.0,6.47,0.0,7.18,0.0,6.86,0.0,8.56,2.83,8.0,6.46,6.92,0.33,7.16,7.2,4.71,0.0,4.69,0.0,6.93,0.0,2.6,7.11,9.66,2.4,1.7,4.21,0.3,2.71,15.37,2.22,11.12,6.23,14.23,1.11,4.92,0.0,7.15,0.0,6.74,5.49,5.97,5.98,1.99,0.0,2.7,0.0,2.07,0.0,5.24,5.7,2.2,3.09,1.77,0.0,1.17,1.09,1.25,1.46,1.12,1.9,0.0,2.39,1.76,0.21,13.7,0.0,9.35,0.21,14.37,0.27,4.83,0.9,4.15,0.75,7.27,25.36,11.63,22.38,12.93,5.86,18.25,14.68,15.76,4.3,7.22,6.81
PTHR11717,9.76,11.72,11.82,17.69,15.58,13.45,10.96,15.46,2.37,18.28,108.9,20.36,74.28,18.18,118.72,20.11,0.0,19.45,0.0,11.12,0.0,8.11,33.37,8.19,28.8,6.11,56.11,20.88,13.8,13.39,6.09,23.28,18.14,16.3,15.52,11.87,25.92,10.8,28.2,11.78,0.31,7.78,0.34,12.49,0.8,21.03,22.88,5.88,20.19,64.15,17.75,73.1,34.21,40.91,29.29,0.0,18.24,0.0,35.74,0.39,10.0,73.22,12.57,68.74,12.97,58.26,33.58,20.69,9.77,14.37,14.38,28.85,14.99,10.78,11.62,67.13,19.67,3.14,15.16,6.7,162.87,126.94,123.24,107.96,0.0,98.58,0.0,115.39,0.0,15.19,66.76,7.88,74.31,9.64,68.58,58.12,0.0,64.67,0.0,54.5,0.0,94.5,0.0,97.85,0.0,94.69,0.0,115.39,4.09,114.78,4.83,88.27,0.77,2.58,3.13,2.05,0.0,45.67,0.0,59.08,0.0,38.67,1.96,2.86,1.35,42.32,1.95,15.23,0.0,52.49,1.24,56.22,1.16,69.51,1.55,4.32,0.0,5.2,0.0,6.17,53.29,60.57,51.97,55.51,0.0,60.85,0.0,64.94,0.0,85.55,2.64,65.54,13.15,60.1,3.48,47.31,1.26,76.25,0.56,47.43,0.0,19.53,16.13,15.95,29.64,43.91,23.42,47.5,28.44,55.61,16.59,5.17,16.32,2.92,15.1,7.83,64.16,44.17,72.46,66.85,6.01,71.7,8.12,59.54,5.72,5.76,5.63
PTHR23338,211.97,219.66,206.97,129.41,16.76,159.64,17.28,183.37,11.64,161.98,54.51,190.55,68.82,168.45,61.76,165.48,6.36,160.56,3.29,89.52,0.0,172.59,37.03,204.89,43.61,309.86,59.7,142.17,169.7,188.21,122.57,146.99,165.62,157.84,42.82,181.03,67.04,190.02,73.31,94.76,5.31,81.85,1.12,84.73,8.29,25.13,18.14,0.9,23.35,49.05,15.85,59.52,15.61,35.0,12.17,0.55,14.72,0.0,20.68,7.36,12.59,36.4,10.0,35.74,11.06,43.22,10.54,179.13,17.76,157.15,18.58,87.25,12.03,30.62,0.0,182.14,24.34,58.4,14.67,47.96,134.0,73.54,69.47,177.26,43.0,162.96,1.15,370.83,1.64,20.32,64.41,5.43,64.34,8.78,65.75,72.92,29.58,53.5,12.47,40.7,41.98,83.28,6.39,89.94,5.96,70.89,6.87,106.89,30.57,71.61,44.17,65.68,2.24,58.82,57.62,80.45,0.0,70.82,0.0,64.73,0.0,66.43,49.13,84.31,37.24,163.92,23.3,146.57,28.31,138.65,35.47,145.28,56.85,148.16,10.87,43.16,0.0,49.28,0.0,46.67,62.38,66.59,62.78,67.62,15.14,66.62,2.24,74.57,11.39,67.74,28.18,51.67,74.68,58.95,29.05,57.12,11.91,65.67,18.61,51.96,7.64,175.78,158.36,159.04,219.86,123.76,206.74,127.15,201.08,138.71,168.98,67.85,158.62,42.89,149.27,51.54,155.36,137.46,153.11,144.83,60.08,186.7,108.94,154.42,64.72,67.86,61.3
PTHR30525,63.76,53.49,45.41,38.49,34.31,42.58,36.34,46.19,47.78,56.53,54.86,77.51,37.61,61.4,60.29,39.18,4.58,42.75,18.16,16.86,2.53,70.89,43.13,69.15,51.49,56.66,41.2,47.51,13.51,64.69,10.27,51.53,18.99,23.06,11.38,68.72,21.37,75.17,18.64,12.01,0.22,15.13,0.24,14.32,0.77,23.61,24.78,2.25,37.74,32.16,27.41,54.93,46.91,24.95,45.85,1.21,38.34,1.14,46.39,3.24,31.79,73.21,24.05,66.4,28.45,95.18,63.79,23.96,32.03,58.86,31.03,21.27,28.72,8.41,32.43,103.3,36.76,4.62,30.7,9.64,104.27,78.68,72.88,45.83,8.5,52.07,0.84,58.44,0.76,12.89,99.04,3.59,88.08,4.51,95.05,32.59,3.88,33.83,6.11,37.23,0.0,65.42,3.32,56.65,8.85,51.29,2.38,66.37,5.0,57.98,1.58,53.3,0.28,22.65,25.05,18.4,0.92,52.49,1.67,82.93,1.12,64.75,16.92,9.76,15.58,26.34,8.15,45.65,24.45,42.83,14.55,30.44,17.37,44.76,6.7,6.34,0.0,9.13,0.0,6.32,61.48,65.96,60.33,72.86,11.73,70.06,11.29,99.96,14.11,100.96,10.98,65.8,24.61,69.16,7.29,101.95,16.35,116.22,23.46,89.21,11.04,18.16,12.36,11.81,86.92,34.0,78.2,25.66,83.74,26.12,57.34,7.72,61.23,6.47,63.11,7.82,68.29,48.05,69.75,35.87,6.22,48.77,8.19,23.75,8.25,25.75,25.19
PTHR12413,13.18,12.05,10.68,17.0,11.23,20.99,8.53,20.24,1.84,16.0,12.27,20.43,8.4,15.43,14.42,11.0,0.0,12.21,0.0,9.08,0.0,8.7,11.97,7.03,11.85,15.25,15.63,12.88,25.75,17.5,23.04,13.83,15.87,16.17,6.96,11.5,9.82,10.13,12.99,6.8,2.63,6.54,0.0,8.58,3.64,14.65,12.59,0.43,10.23,7.56,10.59,8.12,14.57,11.02,12.61,0.0,12.67,0.0,22.61,0.0,4.98,23.21,4.01,23.09,4.84,20.49,13.26,17.2,9.6,25.4,6.79,12.48,4.68,5.67,0.0,14.64,9.54,10.39,6.34,12.78,15.21,13.58,13.51,11.1,0.0,9.48,0.0,9.48,0.0,3.09,14.02,2.55,13.42,1.9,13.87,8.03,0.0,9.15,0.0,8.7,0.0,15.97,0.0,14.9,3.33,14.42,0.0,14.28,7.95,15.2,7.81,11.77,1.32,1.14,0.84,0.23,0.0,38.57,0.0,18.08,0.0,14.82,1.28,21.98,0.73,14.01,3.55,19.33,0.0,21.61,0.0,16.16,0.0,19.86,0.0,6.32,0.0,10.57,0.0,8.64,18.38,23.33,19.38,15.25,0.0,15.32,0.0,15.73,0.0,22.57,0.58,16.95,7.23,19.3,0.0,11.3,0.0,14.0,2.22,14.03,1.81,20.93,19.44,22.0,28.81,17.87,24.0,21.97,29.25,20.02,21.44,16.52,18.35,9.24,20.06,15.04,23.73,18.47,21.84,19.25,5.84,18.95,35.71,20.42,12.76,22.57,18.05
